set_no,name,theme_group,theme,subtheme,year,piece_cnt,minifig_cnt,inventory_url,minifig_url,store_price,current_price,rating_value,rating_votes,tags,set_type,packaging,notes
88002-1,Train Motor,Technical,Power Functions,Trains,2011.0,7.0,0.0,/inventories/88002-1,,"£11.99, $13.99, 13.99€","New: $16, Used: $13",5.0,1review,"Electric Motor, Polybag, Train Accessory",Normal,Polybag,
850801-1,Tokyo Key Chain,Miscellaneous,Gear,Key Chains/Locations,2011.0,,0.0,,,,"New: Not known, Used: Not known",,,,Gear,Tag,
850802-1,Tokyo Magnet,Miscellaneous,Gear,Magnets/Minifigures,2011.0,,0.0,,,,"New: Not known, Used: Not known",,,Japan,Gear,Blister pack,
853083-1,HERO Factory Mission Log Book,Miscellaneous,Gear,Stationery,2011.0,,0.0,,,"£1.99, $3.99","New: Not known, Used: Not known",,,Hero Factory,Gear,,
853084-1,Diver Key Chain,Miscellaneous,Gear,Key Chains/Atlantis,2011.0,,0.0,,,"£2.99, $4.99","New: Not known, Used: Not known",,,,Gear,Tag,
853085-1,Hammer Head Key Chain,Miscellaneous,Gear,Key Chains/Atlantis,2011.0,,0.0,,,"£2.99, $4.99","New: Not known, Used: Not known",,,,Gear,,
853086-1,Barracuda Guardian Key Chain,Miscellaneous,Gear,Key Chains/Atlantis,2011.0,,0.0,,,"£2.99, $4.99","New: Not known, Used: Not known",,,,Gear,,
853087-1,LEGO Atlantis Magnet Set,Miscellaneous,Gear,Magnets/Atlantis,2011.0,,0.0,,,"£9.99, $14.99","New: Not known, Used: Not known",,,,Gear,,"Set includes Barracuda Guardian, Hammer Head and Diver mini-figures."
853088-1,Wizard Key Chain,Miscellaneous,Gear,Key Chains/Castle,2011.0,,0.0,,,"£2.99, $4.99","New: Not known, Used: Not known",,,,Gear,,
853089-1,Princess Key Chain,Miscellaneous,Gear,Key Chains/Castle,2011.0,,0.0,,,"£2.99, $4.99","New: Not known, Used: Not known",,,,Gear,,
853091-1,Policeman Key Chain,Miscellaneous,Gear,Key Chains/City,2011.0,,0.0,,,"£2.99, $4.99","New: Not known, Used: Not known",,,Police,Gear,,
853092-1,City Burglars Magnet Set,Miscellaneous,Gear,Magnets/City,2011.0,,0.0,,,"£9.99, $14.99","New: Not known, Used: Not known",4.0,1review,,Gear,,
853096-1,Astronaut Key Chain,Miscellaneous,Gear,Key Chains/City,2011.0,,0.0,,,"£2.99, $4.99","New: Not known, Used: Not known",,,,Gear,,
853097-1,Kai Key Chain,Miscellaneous,Gear,Key Chains/Ninjago,2011.0,,0.0,,,"£2.99, $4.99","New: Not known, Used: Not known",,,,Gear,,
853098-1,Jay Key Chain,Miscellaneous,Gear,Key Chains/Ninjago,2011.0,,0.0,,,"£2.99, $4.99","New: Not known, Used: Not known",,,,Gear,,
853099-1,Cole Key Chain,Miscellaneous,Gear,Key Chains/Ninjago,2011.0,,0.0,,,"£2.99, $4.99","New: Not known, Used: Not known",,,,Gear,,
853100-1,Zane Key Chain,Miscellaneous,Gear,Key Chains/Ninjago,2011.0,,0.0,,,"£2.99, $4.99","New: Not known, Used: Not known",,,,Gear,,
853101-1,Sensei Wu Key Chain,Miscellaneous,Gear,Key Chains/Ninjago,2011.0,,0.0,,,"£2.99, $4.99","New: Not known, Used: Not known",2.0,1review,,Gear,,
853102-1,Ninjago Magnet Set,Miscellaneous,Gear,Magnets/Ninjago,2011.0,,0.0,,,"£9.99, $14.99","New: Not known, Used: Not known",,,,Gear,,
853105-1,Ninjago Sword,Miscellaneous,Gear,Role-play toys,2011.0,,0.0,,,"£9.99, $14.99","New: Not known, Used: Not known",,,,Gear,,
853106-1,Ninjago Battle Arena,Miscellaneous,Gear,Miscellaneous,2011.0,,1.0,,/minifigs/inset-853106-1,"£20.99, $19.99","New: Not known, Used: Not known",,,"Wu, Arena",Gear,,
853108-1,Ninjago Headband,Miscellaneous,Gear,Role-play toys,2011.0,,0.0,,,"£2.99, $4.99","New: Not known, Used: Not known",,,,Gear,,
853111-1,Ninjago Weapons Set + Lenticular Card,Action/Adventure,Ninjago,Booster Pack,2011.0,26.0,1.0,/inventories/853111-1,/minifigs/inset-853111-1,,"New: $20, Used: $15",4.7,3,"Wu, Limited Edition, Ninjago Ninjas",Extended,,"Marked as a ""Limited Edition"" set. Contains ""Sensei Wu"" figure, ""2 exclusive cards"", ""9 advanced weapons"". Price label calls it ""Ninjago Weapons"""
853112-1,Ninjago Wallet,Miscellaneous,Gear,Miscellaneous,2011.0,,0.0,,,,"New: Not known, Used: Not known",,,,Gear,,
853114-1,Ninjago Trading Card Holder,Miscellaneous,Gear,Miscellaneous,2011.0,,0.0,,,"£5.99, $9.99","New: Not known, Used: Not known",,,,Gear,Blister pack,
853116-1,Boba Fett,Miscellaneous,Gear,Key Chains/Star Wars,2011.0,,0.0,,,"£2.99, $4.99","New: Not known, Used: Not known",,,,Gear,,Blue Tag
853118-1,Emperor Palpatine,Miscellaneous,Gear,Key Chains/Star Wars,2011.0,,0.0,,,"£2.99, $4.99","New: Not known, Used: Not known",,,,Gear,,Blue Tag
853125-1,Bossk,Miscellaneous,Gear,Key Chains/Star Wars,2011.0,,0.0,,,"£2.99, $4.99","New: Not known, Used: Not known",,,,Gear,,Blue Tag
853126-1,Star Wars Magnet Set,Miscellaneous,Gear,Magnets/Star Wars,2011.0,,0.0,,,"£9.99, $14.99","New: Not known, Used: Not known",3.0,1review,,Gear,,"Set includes AT-AT Driver, Ben Kenobi and TIE Fighter Pilot mini-figures."
853127-1,Cad Bane,Miscellaneous,Gear,Key Chains/Star Wars,2011.0,,0.0,,,"£2.99, $4.99","New: Not known, Used: Not known",,,,Gear,,Blue Tag
853129-1,Aayla Secura,Miscellaneous,Gear,Key Chains/Star Wars,2011.0,,0.0,,,"£2.99, $4.99","New: Not known, Used: Not known",4.0,1review,,Gear,,Blue Tag
853130-1,Star Wars Magnet Set,Miscellaneous,Gear,Magnets/Star Wars,2011.0,,0.0,,,"£9.99, $14.99","New: Not known, Used: Not known",2.0,1review,,Gear,,"Set includes Anakin Skywalker, Thi-Sen and Clone Pilot mini-figures."
853131-1,LEGO Signature Minifigure Towel,Miscellaneous,Gear,Housewares,2011.0,,0.0,,,"£9.99, $14.99","New: Not known, Used: Not known",5.0,1review,,Gear,,
853132-1,LEGO Minifigure Mug,Miscellaneous,Gear,Housewares,2011.0,,0.0,,,,"New: Not known, Used: Not known",,,,Gear,Tag,
853136-1,LEGO Signature Minifigure Umbrella,Miscellaneous,Gear,Miscellaneous,2011.0,,0.0,,,"£9.99, $14.99","New: Not known, Used: Not known",,,,Gear,,
853143-1,LEGO Signature Minifigure Stationery Set,Miscellaneous,Gear,Stationery,2011.0,,0.0,,,"£3.99, $6.99","New: Not known, Used: Not known",,,,Gear,,
853144-1,LEGO 2x4 Brick Coin Bank,Miscellaneous,Gear,Miscellaneous,2011.0,,0.0,,,"£3.99, $7.99","New: Not known, Used: Not known",,,"Coin Bank, Safe",Gear,,
853146-1,LEGO Signature Minifigure Playing Cards,Miscellaneous,Gear,Trading/Playing cards,2011.0,,0.0,,,"£1.99, $3.99","New: Not known, Used: Not known",1.0,1review,,Gear,,
853147-1,LEGO Classic Logo Wallet,Miscellaneous,Gear,Bags,2011.0,,0.0,,,"£5.99, $9.99","New: Not known, Used: Not known",,,,Gear,,
853148-1,LEGO Classic Logo Magnet,Miscellaneous,Gear,Magnets/Miscellaneous,2011.0,,0.0,,,"£1.99, $3.99","New: Not known, Used: Not known",2.0,1review,,Gear,,
853165-1,Amset-Ra Key Chain,Miscellaneous,Gear,Key Chains/Pharaoh's Quest,2011.0,,0.0,,,"£2.99, $4.99","New: Not known, Used: Not known",4.0,1review,,Gear,,
853166-1,Jake Raines Key Chain,Miscellaneous,Gear,Key Chains/Pharaoh's Quest,2011.0,,0.0,,,,"New: Not known, Used: Not known",,,,Gear,,
853167-1,Anubis Guard Key Chain,Miscellaneous,Gear,Key Chains/Pharaoh's Quest,2011.0,,0.0,,,"£2.99, $4.99","New: Not known, Used: Not known",5.0,1review,,Gear,,
853168-1,"Magnet Set: Amset-Ra, Jack Raines and Anubis Guard",Miscellaneous,Gear,Magnets/Pharaoh's Quest,2011.0,,0.0,,,"£9.99, $14.99","New: Not known, Used: Not known",1.0,1review,,Gear,,
853175-1,Pharaoh's Quest Coin Bank,Miscellaneous,Gear,Miscellaneous,2011.0,,0.0,,,"£14.99, $19.99","New: Not known, Used: Not known",4.0,1review,"Coin Bank, Egypt, Scorpions, Snake, Statue",Gear,,
